image,similarity_score
Android_Android_41_output.png,0.9714
Android_Android_41_output.png,0.8675
Android_Android_41_output.png,0.8463
Android_Android_41_output.png,0.7889
Android_Android_41_output.png,0.9092
Android_Android_41_output.png,0.82
Android_Android_41_output.png,0.8656
Android_Android_41_output.png,0.7811
Android_Android_41_output.png,0.8055
Android_Android_41_output.png,0.7439
Android_Android_41_output.png,0.8811
Android_Android_41_output.png,0.8372
Android_Android_41_output.png,0.8872
4240_output.png,0.9525
4240_output.png,0.9472
4240_output.png,0.9487
4240_output.png,0.9278
4240_output.png,0.9229
4240_output.png,0.8809
4240_output.png,0.9352
4240_output.png,0.9078
4240_output.png,0.8295
4240_output.png,0.8762
4240_output.png,0.903
4240_output.png,0.9262
4240_output.png,0.8802
4240_output.png,0.8816
4240_output.png,0.9409
4240_output.png,0.9455
4240_output.png,0.912
4240_output.png,0.9119
4240_output.png,0.887
4240_output.png,0.9005
4240_output.png,0.903
4240_output.png,0.8919
4240_output.png,0.884
4240_output.png,0.8459
4240_output.png,0.9235
4240_output.png,0.8803
4240_output.png,0.8188
4240_output.png,0.8499
4240_output.png,0.8728
4240_output.png,0.9049
4240_output.png,0.862
4240_output.png,0.8494
4240_output.png,0.9225
4240_output.png,0.8759
4240_output.png,0.8895
4240_output.png,0.8862
4240_output.png,0.8482
4240_output.png,0.9325
4240_output.png,0.9188
4240_output.png,0.9173
4240_output.png,0.9034
4240_output.png,0.9113
4240_output.png,0.9437
4240_output.png,0.8534
4240_output.png,0.9063
4240_output.png,0.9181
4240_output.png,0.9465
4240_output.png,0.8797
4240_output.png,0.8892
4240_output.png,0.9315
4240_output.png,0.9446
4240_output.png,0.9248
4240_output.png,0.9079
4240_output.png,0.9035
4240_output.png,0.92
4240_output.png,0.9288
4240_output.png,0.8992
4240_output.png,0.9194
4240_output.png,0.8972
4240_output.png,0.8378
4240_output.png,0.8956
4240_output.png,0.949
4240_output.png,0.9144
4240_output.png,0.9047
4240_output.png,0.9031
4240_output.png,0.9273
4240_output.png,0.924
4240_output.png,0.9044
4240_output.png,0.896
4240_output.png,0.9024
4240_output.png,0.9268
4240_output.png,0.8886
4240_output.png,0.9149
4240_output.png,0.8719
4240_output.png,0.8073
4240_output.png,0.8795
4240_output.png,0.908
4240_output.png,0.8955
4240_output.png,0.9115
4240_output.png,0.8851
4240_output.png,0.9308
4240_output.png,0.9157
4240_output.png,0.9087
4240_output.png,0.9136
4240_output.png,0.9232
4240_output.png,0.8706
4240_output.png,0.8831
4240_output.png,0.8879
4240_output.png,0.8122
4240_output.png,0.8875
4240_output.png,0.9256
4240_output.png,0.9007
4240_output.png,0.9033
4240_output.png,0.8933
4240_output.png,0.8868
4240_output.png,0.891
4240_output.png,0.9036
4240_output.png,0.8965
4240_output.png,0.8901
4240_output.png,0.8927
4240_output.png,0.914
4240_output.png,0.8814
4240_output.png,0.9036
4240_output.png,0.9308
4240_output.png,0.8666
4240_output.png,0.8753
4240_output.png,0.9004
4240_output.png,0.9193
4240_output.png,0.8692
4240_output.png,0.9065
4240_output.png,0.8909
4240_output.png,0.9033
4240_output.png,0.8806
4240_output.png,0.7924
4240_output.png,0.8953
4240_output.png,0.8979
4240_output.png,0.8907
4240_output.png,0.8703
4240_output.png,0.881
4240_output.png,0.9508
4240_output.png,0.8921
4240_output.png,0.892
4240_output.png,0.8883
4240_output.png,0.8869
4240_output.png,0.9084
4240_output.png,0.8812
4240_output.png,0.903
4240_output.png,0.9047
4240_output.png,0.8604
4240_output.png,0.8733
4240_output.png,0.8936
4240_output.png,0.8958
4240_output.png,0.8859
4240_output.png,0.8827
4240_output.png,0.8552
4240_output.png,0.8166
4240_output.png,0.8611
4240_output.png,0.8461
4240_output.png,0.8487
4240_output.png,0.8482
4240_output.png,0.8231
4240_output.png,0.7858
4240_output.png,0.8288
4240_output.png,0.8574
4240_output.png,0.7721
4240_output.png,0.939
4240_output.png,0.8781
4240_output.png,0.8824
4240_output.png,0.9089
4240_output.png,0.881
4240_output.png,0.8502
4240_output.png,0.8929
4240_output.png,0.8689
4240_output.png,0.8875
4240_output.png,0.8906
4240_output.png,0.9128
4240_output.png,0.9248
4240_output.png,0.9051
4240_output.png,0.884
4240_output.png,0.8994
4240_output.png,0.8841
4240_output.png,0.9045
4240_output.png,0.8593
4240_output.png,0.8583
4240_output.png,0.9053
4240_output.png,0.8913
4240_output.png,0.9166
4240_output.png,0.8913
4240_output.png,0.858
4240_output.png,0.9311
4240_output.png,0.8746
4240_output.png,0.8474
4240_output.png,0.8664
4240_output.png,0.9382
4240_output.png,0.851
4240_output.png,0.8903
4240_output.png,0.8465
4240_output.png,0.8833
4240_output.png,0.931
4240_output.png,0.8599
4240_output.png,0.9155
4240_output.png,0.922
4240_output.png,0.9043
4240_output.png,0.9257
4240_output.png,0.8681
4240_output.png,0.8725
4240_output.png,0.9073
4240_output.png,0.9024
4240_output.png,0.8973
4240_output.png,0.8525
3457_output.png,0.879
3457_output.png,0.9026
3457_output.png,0.8848
3457_output.png,0.8327
3457_output.png,0.8885
3457_output.png,0.9109
3457_output.png,0.8372
3457_output.png,0.8732
3457_output.png,0.8955
3457_output.png,0.8321
3457_output.png,0.9184
3457_output.png,0.9132
3457_output.png,0.9406
3457_output.png,0.9369
3457_output.png,0.8718
3457_output.png,0.8916
3457_output.png,0.8825
3457_output.png,0.9143
3457_output.png,0.9046
3457_output.png,0.845
3457_output.png,0.7886
3457_output.png,0.8504
3457_output.png,0.9064
3457_output.png,0.8681
3457_output.png,0.8232
3457_output.png,0.841
3457_output.png,0.8379
3457_output.png,0.8052
3457_output.png,0.9281
3457_output.png,0.8812
3457_output.png,0.9135
3457_output.png,0.8883
3457_output.png,0.8417
3457_output.png,0.873
3457_output.png,0.8674
3457_output.png,0.8679
3457_output.png,0.8684
3457_output.png,0.815
3457_output.png,0.8147
3457_output.png,0.8144
3457_output.png,0.8519
3457_output.png,0.7819
3457_output.png,0.8375
3457_output.png,0.8263
3457_output.png,0.8087
3457_output.png,0.8875
3457_output.png,0.8357
3457_output.png,0.8834
3457_output.png,0.8627
3457_output.png,0.8269
3457_output.png,0.939
3457_output.png,0.7974
3457_output.png,0.8472
3457_output.png,0.8521
3457_output.png,0.7788
3457_output.png,0.8382
3457_output.png,0.9196
3457_output.png,0.7674
3457_output.png,0.9162
3457_output.png,0.9322
3457_output.png,0.9281
3457_output.png,0.8354
3457_output.png,0.8961
3457_output.png,0.8616
3457_output.png,0.8711
3457_output.png,0.9139
3457_output.png,0.8106
3457_output.png,0.7828
3457_output.png,0.872
3457_output.png,0.9118
3457_output.png,0.9111
3457_output.png,0.8301
3457_output.png,0.8274
3457_output.png,0.8738
3457_output.png,0.804
3457_output.png,0.8078
3457_output.png,0.865
3457_output.png,0.8298
3457_output.png,0.8768
3457_output.png,0.8732
3457_output.png,0.8077
3457_output.png,0.8276
3457_output.png,0.8844
3457_output.png,0.8456
3457_output.png,0.8368
3457_output.png,0.9162
3457_output.png,0.8714
3457_output.png,0.8658
3457_output.png,0.856
3457_output.png,0.8295
3457_output.png,0.8906
3457_output.png,0.9229
3457_output.png,0.9318
3457_output.png,0.9176
3457_output.png,0.8894
3457_output.png,0.8413
3457_output.png,0.9277
3457_output.png,0.8868
3457_output.png,0.8894
3457_output.png,0.8268
3457_output.png,0.9373
3457_output.png,0.937
3457_output.png,0.9014
3457_output.png,0.885
3457_output.png,0.9723
3457_output.png,0.9226
3457_output.png,0.9078
3457_output.png,0.9579
3457_output.png,0.8639
3457_output.png,0.866
3457_output.png,0.9166
3457_output.png,0.9606
3457_output.png,0.8026
3457_output.png,0.8101
3457_output.png,0.7704
3457_output.png,0.8412
3457_output.png,0.8332
3457_output.png,0.8603
3457_output.png,0.8522
3457_output.png,0.7924
3457_output.png,0.8059
3457_output.png,0.8344
3457_output.png,0.8185
3457_output.png,0.8336
3457_output.png,0.9501
3457_output.png,0.9285
3457_output.png,0.8659
3457_output.png,0.9127
3457_output.png,0.8762
3457_output.png,0.8662
3457_output.png,0.9393
3457_output.png,0.8433
3457_output.png,0.8374
3457_output.png,0.898
3457_output.png,0.9516
3457_output.png,0.9362
3457_output.png,0.8666
3457_output.png,0.9213
3457_output.png,0.8783
3457_output.png,0.8577
3457_output.png,0.9435
3457_output.png,0.8305
3457_output.png,0.8163
3457_output.png,0.9269
3457_output.png,0.9687
3457_output.png,0.8245
3457_output.png,0.879
3457_output.png,0.8349
3457_output.png,0.8305
3457_output.png,0.9192
3457_output.png,0.8306
3457_output.png,0.7613
3457_output.png,0.8698
3457_output.png,0.9209
3457_output.png,0.889
3457_output.png,0.9468
3457_output.png,0.9291
3457_output.png,0.8499
3457_output.png,0.9364
3457_output.png,0.8737
3457_output.png,0.8708
3457_output.png,0.9056
3457_output.png,0.9232
3457_output.png,0.9226
3457_output.png,0.9343
3457_output.png,0.8565
3457_output.png,0.8671
3457_output.png,0.9182
3457_output.png,0.9414
3457_output.png,0.96
3457_output.png,0.8995
3457_output.png,0.9209
3457_output.png,0.9094
3457_output.png,0.8884
3457_output.png,0.9061
3457_output.png,0.8581
3457_output.png,0.9139
3457_output.png,0.8865
3457_output.png,0.8947
3457_output.png,0.8887
3457_output.png,0.8309
3457_output.png,0.841
3457_output.png,0.89
3457_output.png,0.9395
3457_output.png,0.8156
3457_output.png,0.8436
3457_output.png,0.8767
3457_output.png,0.8642
3457_output.png,0.8465
3457_output.png,0.9335
Android_Android_140_output.png,0.8395
Android_Android_140_output.png,0.8544
Android_Android_140_output.png,0.8671
Android_Android_140_output.png,0.9371
Android_Android_140_output.png,0.8567
Android_Android_140_output.png,0.8892
Android_Android_140_output.png,0.8562
Android_Android_140_output.png,0.9274
Android_Android_140_output.png,0.8457
Android_Android_140_output.png,0.8952
Android_Android_140_output.png,0.8371
Android_Android_140_output.png,0.8503
Android_Android_140_output.png,0.9061
Android_Android_140_output.png,0.8826
Android_Android_140_output.png,0.9156
Android_Android_140_output.png,0.8684
Android_Android_140_output.png,0.8751
Android_Android_140_output.png,0.8523
Android_Android_140_output.png,0.8928
Android_Android_140_output.png,0.8482
Android_Android_140_output.png,0.8713
Android_Android_140_output.png,0.9034
Android_Android_140_output.png,0.8793
Android_Android_140_output.png,0.8905
Android_Android_140_output.png,0.8869
Android_Android_140_output.png,0.9018
Android_Android_140_output.png,0.8846
Android_Android_140_output.png,0.9075
Android_Android_140_output.png,0.8529
Android_Android_140_output.png,0.8976
Android_Android_140_output.png,0.8989
Android_Android_140_output.png,0.9122
Android_Android_140_output.png,0.9067
Android_Android_140_output.png,0.8865
Android_Android_140_output.png,0.8771
Android_Android_140_output.png,0.9063
Android_Android_140_output.png,0.8952
Android_Android_140_output.png,0.9261
Android_Android_140_output.png,0.8975
Android_Android_140_output.png,0.9123
Android_Android_140_output.png,0.9095
Android_Android_140_output.png,0.8889
Android_Android_140_output.png,0.919
Android_Android_140_output.png,0.9311
Android_Android_140_output.png,0.9205
Android_Android_140_output.png,0.9559
Android_Android_140_output.png,0.9329
Android_Android_140_output.png,0.9013
Android_Android_140_output.png,0.8985
Android_Android_140_output.png,0.916
Android_Android_140_output.png,0.9302
Android_Android_140_output.png,0.9006
Android_Android_140_output.png,0.9056
Android_Android_140_output.png,0.905
Android_Android_140_output.png,0.9037
Android_Android_140_output.png,0.9033
Android_Android_140_output.png,0.9072
Android_Android_140_output.png,0.8797
Android_Android_140_output.png,0.9259
Android_Android_140_output.png,0.9095
Android_Android_140_output.png,0.9224
Android_Android_140_output.png,0.9135
Android_Android_140_output.png,0.9244
Android_Android_140_output.png,0.9159
Android_Android_140_output.png,0.8992
Android_Android_140_output.png,0.9134
Android_Android_140_output.png,0.9351
Android_Android_140_output.png,0.8803
Android_Android_140_output.png,0.8878
Android_Android_140_output.png,0.9191
Android_Android_140_output.png,0.9154
Android_Android_140_output.png,0.9419
Android_Android_140_output.png,0.9066
Android_Android_140_output.png,0.9339
Android_Android_140_output.png,0.9243
Android_Android_140_output.png,0.9404
Android_Android_140_output.png,0.9047
Android_Android_140_output.png,0.9172
Android_Android_140_output.png,0.9402
Android_Android_140_output.png,0.9437
Android_Android_140_output.png,0.9503
Android_Android_140_output.png,0.9268
Android_Android_140_output.png,0.9296
Android_Android_140_output.png,0.9158
Android_Android_140_output.png,0.9306
Android_Android_140_output.png,0.9476
Android_Android_140_output.png,0.8974
Android_Android_140_output.png,0.9175
Android_Android_140_output.png,0.9224
Android_Android_140_output.png,0.938
Android_Android_140_output.png,0.9058
Android_Android_140_output.png,0.8944
Android_Android_140_output.png,0.9265
Android_Android_140_output.png,0.9478
Android_Android_140_output.png,0.9187
Android_Android_140_output.png,0.9679
Android_Android_140_output.png,0.9286
Android_Android_140_output.png,0.9126
Android_Android_140_output.png,0.934
Android_Android_140_output.png,0.9178
Android_Android_140_output.png,0.9514
Android_Android_140_output.png,0.9216
Android_Android_140_output.png,0.966
Android_Android_140_output.png,0.9233
Android_Android_140_output.png,0.9114
Android_Android_140_output.png,0.9485
Android_Android_140_output.png,0.9671
Android_Android_140_output.png,0.9543
Android_Android_140_output.png,0.9606
Android_Android_140_output.png,0.9485
Android_Android_140_output.png,0.9233
Android_Android_140_output.png,0.9588
Android_Android_140_output.png,0.9148
Android_Android_140_output.png,0.8868
Android_Android_140_output.png,0.9381
Android_Android_140_output.png,0.8868
Android_Android_140_output.png,0.8971
Android_Android_140_output.png,0.9353
Android_Android_140_output.png,0.944
Android_Android_140_output.png,0.9241
Android_Android_140_output.png,0.9016
Android_Android_140_output.png,0.8907
Android_Android_140_output.png,0.8827
Android_Android_140_output.png,0.895
Android_Android_140_output.png,0.9056
Android_Android_140_output.png,0.9555
Android_Android_140_output.png,0.9222
Android_Android_140_output.png,0.9253
Android_Android_140_output.png,0.9517
Android_Android_140_output.png,0.9458
Android_Android_140_output.png,0.9632
Android_Android_140_output.png,0.9328
Android_Android_140_output.png,0.9225
Android_Android_140_output.png,0.9255
Android_Android_140_output.png,0.9557
Android_Android_140_output.png,0.9398
Android_Android_140_output.png,0.953
Android_Android_140_output.png,0.9422
Android_Android_140_output.png,0.9273
Android_Android_140_output.png,0.938
Android_Android_140_output.png,0.9145
Android_Android_140_output.png,0.9263
Android_Android_140_output.png,0.912
Android_Android_140_output.png,0.9212
Android_Android_140_output.png,0.9105
Android_Android_140_output.png,0.9359
Android_Android_140_output.png,0.9222
Android_Android_140_output.png,0.9556
Android_Android_140_output.png,0.9755
Android_Android_140_output.png,0.9691
Android_Android_140_output.png,0.9534
Android_Android_140_output.png,0.9515
Android_Android_140_output.png,0.9328
Android_Android_140_output.png,0.9547
Android_Android_140_output.png,0.9437
Android_Android_140_output.png,0.9233
Android_Android_140_output.png,0.922
Android_Android_140_output.png,0.9269
Android_Android_140_output.png,0.9225
Android_Android_140_output.png,0.9219
Android_Android_140_output.png,0.9096
Android_Android_140_output.png,0.904
Android_Android_140_output.png,0.9094
Android_Android_140_output.png,0.9067
Android_Android_140_output.png,0.9166
Android_Android_140_output.png,0.916
Android_Android_140_output.png,0.8928
Android_Android_140_output.png,0.9466
Android_Android_140_output.png,0.9035
Android_Android_140_output.png,0.9705
Android_Android_140_output.png,0.955
Android_Android_140_output.png,0.9303
Android_Android_140_output.png,0.9253
Android_Android_140_output.png,0.8851
Android_Android_140_output.png,0.9394
Android_Android_140_output.png,0.956
Android_Android_140_output.png,0.9482
Android_Android_140_output.png,0.9454
Android_Android_140_output.png,0.9173
Android_Android_140_output.png,0.9529
Android_Android_140_output.png,0.942
Android_Android_140_output.png,0.9454
Android_Android_140_output.png,0.9117
Android_Android_140_output.png,0.9627
Android_Android_140_output.png,0.9386
Android_Android_140_output.png,0.9132
Android_Android_140_output.png,0.9477
Android_Android_140_output.png,0.9144
Android_Android_140_output.png,0.9373
Android_Android_140_output.png,0.9326
34216_output.png,0.8237
34216_output.png,0.9158
34216_output.png,0.9774
34216_output.png,0.922
34216_output.png,0.9102
34216_output.png,0.9267
34216_output.png,0.9737
34216_output.png,0.9065
34216_output.png,0.9523
34216_output.png,0.8916
34216_output.png,0.9118
34216_output.png,0.8858
34216_output.png,0.7572
34216_output.png,0.6438
34216_output.png,0.9585
34216_output.png,0.9654
34216_output.png,0.6968
34216_output.png,0.8062
34216_output.png,0.9049
34216_output.png,0.8388
34216_output.png,0.8442
34216_output.png,0.8486
34216_output.png,0.8278
34216_output.png,0.8214
34216_output.png,0.8343
34216_output.png,0.7681
34216_output.png,0.8248
34216_output.png,0.8258
34216_output.png,0.7967
34216_output.png,0.7479
34216_output.png,0.9229
34216_output.png,0.7942
34216_output.png,0.8459
34216_output.png,0.8444
34216_output.png,0.8478
34216_output.png,0.9077
34216_output.png,0.8174
34216_output.png,0.9344
34216_output.png,0.961
34216_output.png,0.9782
34216_output.png,0.9602
34216_output.png,0.9197
34216_output.png,0.9009
34216_output.png,0.9266
34216_output.png,0.946
34216_output.png,0.9526
34216_output.png,0.9055
34216_output.png,0.8124
34216_output.png,0.6838
34216_output.png,0.9298
34216_output.png,0.9176
34216_output.png,0.7269
34216_output.png,0.7387
34216_output.png,0.9585
34216_output.png,0.9516
34216_output.png,0.9338
34216_output.png,0.9323
34216_output.png,0.9746
34216_output.png,0.8998
34216_output.png,0.9609
34216_output.png,0.9004
34216_output.png,0.9228
34216_output.png,0.8998
34216_output.png,0.769
34216_output.png,0.6557
34216_output.png,0.9591
34216_output.png,0.9624
34216_output.png,0.7115
34216_output.png,0.8013
34216_output.png,0.9194
34216_output.png,0.9663
34216_output.png,0.938
34216_output.png,0.9403
34216_output.png,0.8691
34216_output.png,0.9396
34216_output.png,0.9203
34216_output.png,0.9254
34216_output.png,0.8679
34216_output.png,0.7915
34216_output.png,0.6575
34216_output.png,0.9417
34216_output.png,0.9168
34216_output.png,0.7026
34216_output.png,0.763
34216_output.png,0.9304
34216_output.png,0.9594
34216_output.png,0.9317
34216_output.png,0.9044
34216_output.png,0.9243
34216_output.png,0.9466
34216_output.png,0.9465
34216_output.png,0.9057
34216_output.png,0.7968
34216_output.png,0.6784
34216_output.png,0.9421
34216_output.png,0.927
34216_output.png,0.7116
34216_output.png,0.7333
34216_output.png,0.9634
34216_output.png,0.9358
34216_output.png,0.9447
34216_output.png,0.917
34216_output.png,0.9527
34216_output.png,0.9704
34216_output.png,0.9486
34216_output.png,0.7941
34216_output.png,0.696
34216_output.png,0.9311
34216_output.png,0.9263
34216_output.png,0.7426
34216_output.png,0.7422
34216_output.png,0.9681
34216_output.png,0.8885
34216_output.png,0.9437
34216_output.png,0.8963
34216_output.png,0.9201
34216_output.png,0.8826
34216_output.png,0.7417
34216_output.png,0.6465
34216_output.png,0.9721
34216_output.png,0.9657
34216_output.png,0.6902
34216_output.png,0.7954
34216_output.png,0.9231
34216_output.png,0.8742
34216_output.png,0.9174
34216_output.png,0.9411
34216_output.png,0.9312
34216_output.png,0.7817
34216_output.png,0.6951
34216_output.png,0.8768
34216_output.png,0.8979
34216_output.png,0.7404
34216_output.png,0.7251
34216_output.png,0.9139
34216_output.png,0.8898
34216_output.png,0.9127
34216_output.png,0.8934
34216_output.png,0.7467
34216_output.png,0.645
34216_output.png,0.9392
34216_output.png,0.9164
34216_output.png,0.6774
34216_output.png,0.7545
34216_output.png,0.9001
34216_output.png,0.9331
34216_output.png,0.9034
34216_output.png,0.7868
34216_output.png,0.6769
34216_output.png,0.8988
34216_output.png,0.8961
34216_output.png,0.7329
34216_output.png,0.7393
34216_output.png,0.9439
34216_output.png,0.9625
34216_output.png,0.7663
34216_output.png,0.7029
34216_output.png,0.9037
34216_output.png,0.9037
34216_output.png,0.7282
34216_output.png,0.7091
34216_output.png,0.9589
34216_output.png,0.7193
34216_output.png,0.6879
34216_output.png,0.8536
34216_output.png,0.8746
34216_output.png,0.7113
34216_output.png,0.673
34216_output.png,0.9224
34216_output.png,0.8013
34216_output.png,0.7712
34216_output.png,0.7924
34216_output.png,0.8668
34216_output.png,0.8706
34216_output.png,0.7814
34216_output.png,0.6381
34216_output.png,0.6583
34216_output.png,0.9394
34216_output.png,0.83
34216_output.png,0.6664
34216_output.png,0.9709
34216_output.png,0.6922
34216_output.png,0.8063
34216_output.png,0.9287
34216_output.png,0.7055
34216_output.png,0.8224
34216_output.png,0.9264
34216_output.png,0.8989
34216_output.png,0.723
34216_output.png,0.7295
Android_Android_58_output.png,0.9574
Android_Android_58_output.png,0.9388
Android_Android_58_output.png,0.8857
Android_Android_58_output.png,0.9416
Android_Android_58_output.png,0.9384
Android_Android_58_output.png,0.9517
Android_Android_58_output.png,0.9561
Android_Android_58_output.png,0.8348
Android_Android_58_output.png,0.9384
Android_Android_58_output.png,0.9562
Android_Android_58_output.png,0.9309
Android_Android_58_output.png,0.9346
Android_Android_58_output.png,0.896
Android_Android_58_output.png,0.8181
Android_Android_58_output.png,0.9493
Android_Android_58_output.png,0.9402
Android_Android_58_output.png,0.8051
Android_Android_58_output.png,0.8574
Android_Android_58_output.png,0.956
Android_Android_58_output.png,0.9376
Android_Android_58_output.png,0.892
Android_Android_58_output.png,0.9371
Android_Android_58_output.png,0.9518
Android_Android_58_output.png,0.9375
Android_Android_58_output.png,0.9707
Android_Android_58_output.png,0.8295
Android_Android_58_output.png,0.92
Android_Android_58_output.png,0.9469
Android_Android_58_output.png,0.9133
Android_Android_58_output.png,0.943
Android_Android_58_output.png,0.8803
Android_Android_58_output.png,0.7962
Android_Android_58_output.png,0.9287
Android_Android_58_output.png,0.9496
Android_Android_58_output.png,0.7887
Android_Android_58_output.png,0.8494
Android_Android_58_output.png,0.9496
Android_Android_58_output.png,0.8366
Android_Android_58_output.png,0.9313
Android_Android_58_output.png,0.9636
Android_Android_58_output.png,0.9369
Android_Android_58_output.png,0.9588
Android_Android_58_output.png,0.8182
Android_Android_58_output.png,0.9326
Android_Android_58_output.png,0.9277
Android_Android_58_output.png,0.9181
Android_Android_58_output.png,0.9319
Android_Android_58_output.png,0.9188
Android_Android_58_output.png,0.7825
Android_Android_58_output.png,0.9185
Android_Android_58_output.png,0.9463
Android_Android_58_output.png,0.7495
Android_Android_58_output.png,0.8314
Android_Android_58_output.png,0.9384
Android_Android_58_output.png,0.895
Android_Android_58_output.png,0.8739
Android_Android_58_output.png,0.8994
Android_Android_58_output.png,0.9001
Android_Android_58_output.png,0.9243
Android_Android_58_output.png,0.8634
Android_Android_58_output.png,0.8864
Android_Android_58_output.png,0.8614
Android_Android_58_output.png,0.9075
Android_Android_58_output.png,0.8255
Android_Android_58_output.png,0.7941
Android_Android_58_output.png,0.9047
Android_Android_58_output.png,0.9065
Android_Android_58_output.png,0.8272
Android_Android_58_output.png,0.8134
Android_Android_58_output.png,0.9044
Android_Android_58_output.png,0.9382
Android_Android_58_output.png,0.954
Android_Android_58_output.png,0.9397
Android_Android_58_output.png,0.8581
Android_Android_58_output.png,0.9477
Android_Android_58_output.png,0.9535
Android_Android_58_output.png,0.9522
Android_Android_58_output.png,0.9301
Android_Android_58_output.png,0.891
Android_Android_58_output.png,0.8153
Android_Android_58_output.png,0.9497
Android_Android_58_output.png,0.9344
Android_Android_58_output.png,0.8188
Android_Android_58_output.png,0.8612
Android_Android_58_output.png,0.931
Android_Android_58_output.png,0.9455
Android_Android_58_output.png,0.9599
Android_Android_58_output.png,0.8528
Android_Android_58_output.png,0.9298
Android_Android_58_output.png,0.9302
Android_Android_58_output.png,0.9213
Android_Android_58_output.png,0.9333
Android_Android_58_output.png,0.9258
Android_Android_58_output.png,0.8013
Android_Android_58_output.png,0.9357
Android_Android_58_output.png,0.9436
Android_Android_58_output.png,0.788
Android_Android_58_output.png,0.8416
Android_Android_58_output.png,0.9482
Android_Android_58_output.png,0.9389
Android_Android_58_output.png,0.8765
Android_Android_58_output.png,0.9637
Android_Android_58_output.png,0.9649
Android_Android_58_output.png,0.9538
Android_Android_58_output.png,0.9078
Android_Android_58_output.png,0.9039
Android_Android_58_output.png,0.8306
Android_Android_58_output.png,0.9469
Android_Android_58_output.png,0.929
Android_Android_58_output.png,0.8362
Android_Android_58_output.png,0.8658
Android_Android_58_output.png,0.9507
Android_Android_58_output.png,0.8455
Android_Android_58_output.png,0.9257
Android_Android_58_output.png,0.9385
Android_Android_58_output.png,0.917
Android_Android_58_output.png,0.9547
Android_Android_58_output.png,0.8917
Android_Android_58_output.png,0.7935
Android_Android_58_output.png,0.9348
Android_Android_58_output.png,0.9618
Android_Android_58_output.png,0.7842
Android_Android_58_output.png,0.8521
Android_Android_58_output.png,0.967
Android_Android_58_output.png,0.8731
Android_Android_58_output.png,0.844
Android_Android_58_output.png,0.8478
Android_Android_58_output.png,0.8435
Android_Android_58_output.png,0.8682
Android_Android_58_output.png,0.7885
Android_Android_58_output.png,0.8913
Android_Android_58_output.png,0.8645
Android_Android_58_output.png,0.8606
Android_Android_58_output.png,0.7733
Android_Android_58_output.png,0.8691
Android_Android_58_output.png,0.9619
Android_Android_58_output.png,0.9656
Android_Android_58_output.png,0.8983
Android_Android_58_output.png,0.9231
Android_Android_58_output.png,0.8149
Android_Android_58_output.png,0.9561
Android_Android_58_output.png,0.9253
Android_Android_58_output.png,0.8363
Android_Android_58_output.png,0.8644
Android_Android_58_output.png,0.9345
Android_Android_58_output.png,0.9554
Android_Android_58_output.png,0.9213
Android_Android_58_output.png,0.8819
Android_Android_58_output.png,0.8097
Android_Android_58_output.png,0.9437
Android_Android_58_output.png,0.9389
Android_Android_58_output.png,0.8111
Android_Android_58_output.png,0.8675
Android_Android_58_output.png,0.9291
Android_Android_58_output.png,0.9005
Android_Android_58_output.png,0.9354
Android_Android_58_output.png,0.8525
Android_Android_58_output.png,0.9587
Android_Android_58_output.png,0.9192
Android_Android_58_output.png,0.8593
Android_Android_58_output.png,0.8914
Android_Android_58_output.png,0.9092
Android_Android_58_output.png,0.8696
Android_Android_58_output.png,0.8037
Android_Android_58_output.png,0.9137
Android_Android_58_output.png,0.9782
Android_Android_58_output.png,0.7696
Android_Android_58_output.png,0.8472
Android_Android_58_output.png,0.9265
Android_Android_58_output.png,0.8613
Android_Android_58_output.png,0.9283
Android_Android_58_output.png,0.8928
Android_Android_58_output.png,0.8643
Android_Android_58_output.png,0.864
Android_Android_58_output.png,0.8919
Android_Android_58_output.png,0.8287
Android_Android_58_output.png,0.8013
Android_Android_58_output.png,0.9388
Android_Android_58_output.png,0.9643
Android_Android_58_output.png,0.815
Android_Android_58_output.png,0.9401
Android_Android_58_output.png,0.8538
Android_Android_58_output.png,0.8622
Android_Android_58_output.png,0.943
Android_Android_58_output.png,0.7856
Android_Android_58_output.png,0.8565
Android_Android_58_output.png,0.9489
Android_Android_58_output.png,0.9201
Android_Android_58_output.png,0.8133
Android_Android_58_output.png,0.8591
408_output.png,0.9535
408_output.png,0.8519
408_output.png,0.9566
408_output.png,0.9602
408_output.png,0.9685
408_output.png,0.9206
408_output.png,0.9651
408_output.png,0.9543
408_output.png,0.9426
408_output.png,0.9425
408_output.png,0.9259
408_output.png,0.9635
408_output.png,0.9464
408_output.png,0.9315
408_output.png,0.9473
408_output.png,0.9327
408_output.png,0.9701
408_output.png,0.9279
408_output.png,0.9407
408_output.png,0.8342
408_output.png,0.9538
408_output.png,0.9544
408_output.png,0.9517
408_output.png,0.8736
408_output.png,0.931
408_output.png,0.9453
408_output.png,0.9195
408_output.png,0.9162
408_output.png,0.9153
408_output.png,0.9425
408_output.png,0.9233
408_output.png,0.9096
408_output.png,0.9705
408_output.png,0.913
408_output.png,0.915
408_output.png,0.8976
408_output.png,0.9172
408_output.png,0.8791
408_output.png,0.8827
408_output.png,0.8475
408_output.png,0.818
408_output.png,0.8687
408_output.png,0.8717
408_output.png,0.9039
408_output.png,0.8782
408_output.png,0.8563
408_output.png,0.8486
408_output.png,0.8485
408_output.png,0.89
408_output.png,0.8606
408_output.png,0.8914
